	107171	S	12	5	10	3	54	28	12.49	0.03	0.75				634	758	912	575	979	715	556	451	87	87	47	49	89	83	46	48																		122.70	0.00	14.86	0.00	
	107231	S	12	5	10	3	59	30	12.49	0.02	0.75				636	759	911	575	980	714	556	450	88	87	47	48	89	83	46	47																		122.64	0.00	14.81	0.00	
	107291	S	12	5	10	4	4	33	12.47	0.01	0.75				635	758	76	58	979	715	92	82	88	87	48	50	89	84	47	48																		122.57	0.00	14.76	0.00	
	107351	S	12	5	10	4	9	35	12.49	0.00	0.75				635	758	92	66	983	713	97	81	86	87	48	49	88	82	45	48																		122.51	0.00	14.74	0.00	
	107411	S	12	5	10	4	14	37	12.44	0.01	0.75				635	759	87	62	981	715	95	82	88	87	48	49	89	83	45	48																		122.48	0.00	14.67	0.00	
	107471	S	12	5	10	4	19	39	12.47	0.02	0.75				635	759	78	56	980	716	95	76	87	87	48	50	49	49	49	49																		122.42	0.00	14.64	0.00	
	107531	S	12	5	10	4	24	42	12.47	0.02	0.76				636	759	91	69	980	715	82	63	88	87	88	77	88	81	44	47																		122.36	0.00	14.57	0.00	
	107591	S	12	5	10	4	29	44	12.49	0.01	0.76				634	759	913	575	981	713	556	450	245	904	855	821	468	372	0	0																		122.30	0.00	14.56	0.00	
	107651	S	12	5	10	4	34	46	12.47	0.00	0.76				635	758	89	63	981	714	98	85	89	88	49	50	90	84	46	48																		122.24	0.00	14.51	0.00	
	107711	S	12	5	10	4	39	48	12.45	0.01	0.76				635	759	87	61	979	716	94	79	87	87	48	50	89	83	45	47																		122.15	0.00	14.45	0.00	
	107771	S	12	5	10	4	44	49	12.48	0.01	0.77				634	759	82	61	980	715	94	79	88	88	48	49	89	83	45	47																		122.07	0.00	14.39	0.00	
	107831	S	12	5	10	4	49	50	12.46	0.00	0.77				635	757	80	59	980	714	88	62	88	87	49	50	88	82	47	48																		122.01	0.00	14.35	0.00	
	107891	S	12	5	10	4	54	53	12.48	0.02	0.77				635	759	87	66	978	715	555	450	85	86	47	49	88	81	45	47																		121.97	0.00	14.31	0.00	
	107951	S	12	5	10	4	59	56	12.46	0.02	0.77				635	758	87	68	979	714	93	76	87	86	48	49	88	82	44	47																		121.91	0.00	14.27	0.00	
